pH,Soil EC (dS/m),Nitrogen (ppm),Phosphorus (ppm),Potassium (ppm),Moisture (%),Temperature (°C),Crop
6.15,2.4,71.2,39.21,206.29,62.86,19.01,Carrot
6.66,1.99,60.61,48.76,189.38,50.96,23.25,Carrot
6.05,2.33,53.92,43.88,198.08,68.19,17.67,Carrot
6.51,2.38,52.2,34.94,198.78,53.66,16.37,Carrot
6.8,1.95,71.2,54.3,202.8,77.88,23.25,Carrot
6.76,2.08,88.32,48.39,161.81,59.68,23.23,Carrot
6.11,1.69,87.14,41.95,200.81,60.76,23.14,Carrot
6.09,2.48,84.61,49.62,181.59,53.88,23.1,Carrot
6.62,2.09,50.98,46.04,262.57,76.41,17.07,Carrot
6.3,2.46,96.98,46.03,276.07,61.46,18.24,Carrot
6.06,1.73,68.03,46.85,163.82,64.61,16.75,Carrot
6.17,1.1,57.02,42.59,193.45,59.91,23.86,Carrot
6.69,1.75,67.39,40.92,224.18,66.65,21.13,Carrot
6.4,2.21,79.92,58.05,259.69,76.66,21.79,Carrot
6.01,2.44,56.45,35.92,271.94,76.75,17.19,Carrot
6.65,1.12,56.78,41.6,250.81,65.04,17.95,Carrot
6.48,1.06,75.7,34.87,225.71,67.43,23.07,Carrot
6.65,2.06,98.1,54.43,172.01,61.09,16.66,Carrot
6.55,1.8,87.63,55.9,295.55,74.93,23.19,Carrot
6.62,1.39,54.25,43.55,182.69,70.45,21.72,Carrot
6.58,1.99,57.38,53.44,157.24,74.65,17.08,Carrot
6.75,1.7,93.67,36.64,264.5,77.37,19.46,Carrot
6.63,1.15,63.89,30.7,278.12,71.75,16.94,Carrot
6.62,1.93,90.99,53.84,248.15,59.37,23.54,Carrot
6.13,1.11,87.63,46.9,235.57,59.61,17.68,Carrot
6.34,2.21,54.89,57.36,284.83,62.32,18.4,Carrot
6.15,1.55,78.75,32.16,190.2,58.75,16.25,Carrot
6.62,1.9,79.71,57.78,281.37,51.64,17.54,Carrot
6.18,1.71,64.72,42.3,230.34,52.45,21.69,Carrot
6.46,2.11,78.05,30.38,158.95,57.91,17.79,Carrot
6.13,1.98,62.88,53.1,156.19,78.35,17.6,Carrot
6.61,2.24,73.92,45.73,191.56,56.0,16.73,Carrot
6.46,1.69,80.13,51.21,274.97,58.05,21.37,Carrot
6.44,1.9,68.92,57.14,223.07,79.9,21.73,Carrot
6.03,2.46,58.98,48.62,259.13,58.07,20.84,Carrot
6.45,1.08,94.92,56.36,216.64,72.95,21.42,Carrot
6.45,1.2,53.64,40.78,180.91,53.69,21.52,Carrot
6.59,2.31,66.93,57.78,224.54,62.08,20.06,Carrot
6.69,1.55,67.8,56.52,184.03,68.13,17.0,Carrot
6.37,2.03,77.24,49.64,245.87,79.13,23.11,Carrot
6.28,1.95,72.78,53.14,153.83,72.96,23.83,Carrot
6.51,1.97,80.98,35.35,290.79,51.05,16.74,Carrot
6.76,1.09,74.84,31.33,222.77,54.07,22.23,Carrot
6.58,1.9,55.32,36.34,276.5,60.38,19.17,Carrot
6.05,2.42,53.27,44.53,153.41,53.14,17.68,Carrot
6.38,2.25,79.77,51.77,243.43,79.44,18.2,Carrot
6.0,2.06,50.67,40.44,292.25,55.2,19.32,Carrot
6.77,1.9,72.02,38.08,284.9,60.28,19.05,Carrot
6.74,2.37,62.28,54.75,182.37,73.94,21.14,Carrot
6.06,2.33,60.32,52.67,222.37,63.99,22.87,Carrot
6.66,1.41,77.63,56.51,291.58,73.76,18.95,Carrot
6.04,1.14,54.47,42.83,188.48,59.05,17.33,Carrot
6.13,1.18,69.37,55.51,159.84,66.97,17.88,Carrot
6.46,1.96,70.88,59.21,268.25,70.48,21.67,Carrot
6.14,1.05,92.12,38.03,258.48,55.6,23.62,Carrot
6.05,1.11,55.39,54.1,189.2,64.57,17.5,Carrot
6.65,1.73,85.54,45.61,286.27,60.12,20.03,Carrot
6.16,2.16,60.54,58.19,278.52,65.35,18.73,Carrot
6.08,1.12,52.36,44.25,241.91,54.81,23.72,Carrot
6.48,2.48,54.27,48.13,255.99,62.93,23.24,Carrot
6.61,2.27,95.18,35.98,204.93,54.74,22.66,Carrot
6.78,1.88,59.58,53.68,298.31,74.94,19.87,Carrot
6.51,1.2,73.89,39.33,259.02,64.47,18.04,Carrot
6.12,2.16,94.17,56.56,273.18,56.77,22.25,Carrot
6.14,1.01,54.49,55.9,256.89,75.95,17.29,Carrot
6.32,1.97,70.11,31.63,280.68,69.69,16.25,Carrot
6.62,1.61,92.53,35.41,210.98,71.0,23.6,Carrot
6.04,1.22,67.97,35.39,279.22,55.85,18.83,Carrot
6.41,1.27,78.45,31.85,252.89,61.65,22.73,Carrot
6.27,1.9,86.72,43.77,275.04,69.08,20.4,Carrot
6.3,1.19,75.89,58.67,204.78,55.26,23.89,Carrot
6.63,2.06,98.18,35.8,179.39,52.24,21.0,Carrot
6.38,2.2,54.13,48.21,151.3,78.21,23.22,Carrot
6.6,1.72,92.91,52.81,242.6,60.77,17.06,Carrot
6.72,1.75,98.93,50.31,201.9,69.02,16.32,Carrot
6.01,1.46,73.6,44.83,252.1,50.69,19.59,Carrot
6.76,1.53,68.18,39.65,174.23,66.29,21.35,Carrot
6.38,1.73,98.25,41.26,276.47,74.7,23.71,Carrot
6.25,1.12,74.13,50.19,173.05,56.12,16.1,Carrot
6.8,1.78,64.87,36.38,259.28,73.82,23.97,Carrot
6.45,1.05,93.49,48.25,198.26,52.79,19.17,Carrot
6.78,2.17,53.28,35.01,164.47,56.69,21.56,Carrot
6.46,1.11,72.51,31.84,155.02,69.43,17.93,Carrot
6.73,2.3,75.7,58.05,225.4,63.69,21.34,Carrot
6.34,2.31,63.58,54.94,168.47,58.51,22.7,Carrot
6.57,1.68,63.45,51.49,264.99,68.27,21.2,Carrot
6.74,1.52,68.68,57.6,206.5,51.63,18.06,Carrot
6.45,1.59,74.18,50.44,196.59,62.73,19.98,Carrot
6.04,2.32,55.75,54.97,170.44,74.07,16.94,Carrot
6.72,2.24,66.89,47.28,184.34,53.21,20.94,Carrot
6.68,1.38,84.57,35.0,249.21,70.85,18.38,Carrot
6.12,1.66,88.96,39.72,258.68,76.48,17.3,Carrot
6.09,2.07,69.54,56.32,244.87,77.94,17.07,Carrot
6.72,2.12,67.43,43.97,258.85,74.22,21.38,Carrot
6.07,2.0,71.69,32.57,241.15,63.9,17.82,Carrot
6.39,1.11,64.97,39.43,150.6,63.73,22.06,Carrot
6.49,1.54,87.0,32.25,155.38,55.3,23.95,Carrot
6.29,2.14,56.2,57.31,184.94,50.32,18.37,Carrot
6.47,1.64,77.49,46.59,151.28,64.8,23.59,Carrot
6.63,2.26,89.68,58.99,297.17,73.01,17.49,Carrot
6.41,2.47,75.92,39.56,285.37,63.67,20.49,Carrot
6.59,2.39,85.74,31.2,295.59,51.39,20.3,Carrot
6.07,1.8,57.1,52.76,177.1,74.92,19.43,Carrot
6.38,1.46,81.41,30.97,289.24,55.3,17.71,Carrot
6.24,1.09,71.46,38.71,281.4,58.74,17.18,Carrot
6.74,1.58,92.25,53.8,245.4,64.23,23.03,Carrot
6.39,1.43,59.69,56.99,257.65,55.03,21.66,Carrot
6.73,1.31,61.36,41.91,246.03,71.72,20.37,Carrot
6.15,2.33,94.44,53.78,272.48,78.4,23.01,Carrot
6.48,2.08,51.8,42.5,232.84,64.52,19.68,Carrot
6.42,2.47,93.21,53.37,175.28,61.25,21.11,Carrot
6.12,2.18,87.68,54.64,228.25,61.78,18.18,Carrot
6.18,1.13,69.2,58.8,292.97,72.4,16.69,Carrot
6.74,1.42,73.61,55.97,297.41,69.19,16.97,Carrot
6.25,1.19,92.08,33.28,228.28,50.84,17.32,Carrot
6.24,1.98,86.83,58.27,210.06,68.53,23.47,Carrot
6.61,1.07,68.83,54.25,198.37,53.0,23.8,Carrot
6.03,2.25,95.13,30.08,218.32,53.98,17.54,Carrot
6.33,1.32,67.02,47.96,296.01,67.27,22.32,Carrot
6.54,2.04,50.59,30.51,204.92,76.56,17.67,Carrot
6.34,1.43,58.29,41.88,201.47,58.01,21.47,Carrot
6.0,1.89,51.22,36.1,155.19,59.62,18.82,Carrot
6.3,1.78,74.65,48.61,183.62,64.7,23.03,Carrot
6.31,2.23,94.71,58.99,186.45,54.84,19.89,Carrot
6.68,2.38,56.7,58.37,251.4,55.87,18.76,Carrot
6.32,1.85,78.64,51.89,226.89,66.57,23.53,Carrot
6.08,1.48,53.5,33.47,246.8,51.91,21.04,Carrot
6.75,2.06,90.82,53.0,166.35,72.69,21.03,Carrot
6.46,2.09,94.75,35.68,157.75,73.01,16.3,Carrot
6.42,1.42,58.9,41.53,179.59,63.26,21.4,Carrot
6.27,1.1,68.88,55.39,226.81,64.42,22.51,Carrot
6.14,2.17,62.75,52.41,172.48,79.44,18.66,Carrot
6.51,1.98,66.37,55.33,264.93,58.71,21.86,Carrot
6.64,2.44,57.91,44.1,210.96,62.41,16.41,Carrot
6.17,1.81,72.27,59.37,220.11,68.54,21.84,Carrot
6.14,1.2,72.17,48.86,174.64,77.34,22.52,Carrot
6.02,2.05,83.94,52.86,279.04,62.09,23.02,Carrot
6.23,1.01,96.07,57.72,226.48,66.8,16.25,Carrot
6.05,2.12,65.24,32.92,188.47,58.99,20.16,Carrot
6.25,1.69,68.33,34.66,240.55,57.53,19.23,Carrot
6.14,2.16,64.92,31.21,154.19,60.01,22.83,Carrot
6.27,1.4,86.13,52.19,249.45,76.16,17.16,Carrot
6.22,1.52,93.29,53.5,253.33,71.65,18.18,Carrot
6.33,2.42,65.12,42.48,208.37,66.55,18.45,Carrot
6.48,1.3,81.75,44.02,187.68,50.26,22.44,Carrot
6.27,2.44,52.79,33.31,173.5,50.06,16.09,Carrot
6.61,1.87,67.7,54.31,279.11,68.79,19.14,Carrot
6.7,1.44,85.66,52.27,174.32,56.76,21.84,Carrot
6.12,1.31,75.99,49.51,257.38,63.62,16.23,Carrot
6.27,2.02,91.34,43.71,179.42,55.42,19.01,Carrot
6.68,2.25,65.37,44.56,292.09,61.36,16.82,Carrot
6.72,1.87,77.89,58.18,247.61,56.22,20.37,Carrot
6.73,2.29,80.36,43.41,192.24,75.01,22.67,Carrot
6.58,1.37,82.16,50.72,280.36,50.68,16.87,Carrot
6.19,1.46,51.37,36.45,295.5,56.09,16.01,Carrot
6.37,1.17,56.65,35.44,272.48,55.91,22.06,Carrot
6.27,1.67,80.96,50.13,199.92,72.64,16.19,Carrot
6.08,1.31,57.57,41.67,156.9,75.37,21.53,Carrot
6.14,1.3,75.51,37.1,191.64,63.53,17.43,Carrot
6.55,2.32,75.47,53.6,183.95,53.43,20.99,Carrot
6.2,1.9,53.57,37.19,190.38,57.35,16.03,Carrot
6.07,1.19,86.91,58.23,294.5,67.81,21.61,Carrot
6.57,1.79,51.42,49.59,184.22,67.2,18.31,Carrot
6.17,1.59,93.87,54.91,225.26,74.49,21.2,Carrot
6.04,1.58,60.11,40.41,159.45,69.79,19.35,Carrot
6.43,1.15,51.93,59.26,276.45,74.15,23.54,Carrot
6.74,2.42,55.22,45.52,293.29,58.97,23.26,Carrot
6.11,1.77,87.71,39.7,254.65,64.0,18.35,Carrot
6.38,2.32,91.07,54.23,238.41,51.33,19.2,Carrot
6.05,1.64,50.14,45.42,247.75,72.49,18.39,Carrot
6.76,1.98,55.72,45.34,203.56,57.56,20.74,Carrot
6.21,1.45,86.34,44.16,169.96,69.8,18.71,Carrot
6.73,1.44,85.3,47.53,178.45,56.63,20.96,Carrot
6.42,1.6,76.31,47.93,188.88,71.11,17.98,Carrot
6.09,2.05,62.5,31.3,156.81,60.4,16.11,Carrot
6.67,1.98,98.64,40.0,286.03,61.3,20.73,Carrot
6.31,1.21,51.5,54.3,188.46,52.15,18.44,Carrot
6.18,2.31,94.34,38.47,233.87,70.66,22.89,Carrot
6.73,1.07,61.44,55.44,199.55,68.52,21.46,Carrot
6.26,2.22,77.31,42.33,248.27,56.22,19.3,Carrot
6.34,1.63,99.13,53.82,245.48,61.81,19.94,Carrot
6.63,1.07,75.84,46.2,255.31,78.46,23.29,Carrot
6.67,1.99,88.41,46.66,188.48,73.52,20.04,Carrot
6.18,2.32,90.99,59.42,263.19,56.24,18.77,Carrot
6.34,2.17,64.53,47.95,198.74,74.58,23.94,Carrot
6.42,2.4,50.98,51.69,215.56,65.56,16.08,Carrot
6.1,1.56,84.72,52.36,173.75,78.14,18.45,Carrot
6.73,1.94,97.95,55.6,230.17,63.56,21.98,Carrot
6.66,1.72,57.81,39.62,280.01,73.14,23.02,Carrot
6.66,2.41,69.88,50.9,296.62,55.78,16.87,Carrot
6.17,1.49,69.23,59.84,290.56,52.93,21.01,Carrot
6.32,2.17,73.98,46.09,155.4,66.22,18.17,Carrot
6.71,1.64,58.05,47.69,237.71,56.75,16.31,Carrot
6.25,1.43,77.7,55.74,289.31,78.55,23.61,Carrot
6.71,2.34,60.12,56.0,263.48,64.36,23.71,Carrot
6.12,2.25,60.42,38.08,286.87,55.9,22.55,Carrot
6.63,1.52,94.38,45.34,268.51,71.04,17.27,Carrot
6.19,1.98,59.66,36.15,225.93,64.2,23.72,Carrot
6.4,1.08,85.92,59.99,239.11,65.07,19.91,Carrot
6.15,1.03,56.96,58.91,198.19,79.18,20.21,Carrot
6.43,1.93,86.08,51.15,280.17,60.42,23.77,Carrot
6.3,1.57,86.3,46.53,253.07,60.52,17.66,Carrot
6.46,1.99,96.15,49.48,184.41,51.18,23.79,Carrot
6.77,1.08,51.09,46.93,233.32,74.38,16.13,Carrot
6.15,1.97,76.76,49.61,200.04,71.86,22.52,Carrot
6.68,2.08,50.75,42.17,195.36,75.28,21.98,Carrot
6.33,2.49,70.6,35.65,190.53,79.07,17.47,Carrot
6.21,2.31,85.14,51.1,189.58,53.95,23.29,Carrot
6.61,2.06,58.67,46.32,188.78,59.77,17.83,Carrot
6.41,1.36,59.02,41.03,250.31,55.22,18.99,Carrot
6.12,1.88,87.42,43.23,165.27,52.57,17.26,Carrot
6.76,2.45,91.2,52.59,203.76,76.82,23.96,Carrot
6.61,1.6,78.51,36.2,265.72,75.2,23.54,Carrot
6.14,1.82,75.97,30.17,186.2,66.61,22.17,Carrot
6.19,2.27,75.76,43.77,226.37,67.85,17.7,Carrot
6.72,1.63,85.98,31.51,241.47,68.13,16.72,Carrot
6.03,2.16,78.67,31.17,212.64,66.42,21.14,Carrot
6.27,2.21,84.61,39.65,211.28,76.53,23.6,Carrot
6.37,1.47,57.01,53.56,192.92,72.88,17.59,Carrot
6.42,1.02,94.52,58.33,155.63,75.24,16.75,Carrot
6.18,1.14,54.01,31.25,266.76,50.95,19.82,Carrot
6.17,2.36,85.85,58.85,263.91,59.09,19.7,Carrot
6.11,1.0,85.07,32.84,270.15,56.67,16.18,Carrot
6.15,1.93,69.78,31.93,287.89,63.98,18.23,Carrot
6.67,2.1,72.81,44.22,192.75,69.34,18.35,Carrot
6.14,1.82,65.2,48.62,279.14,55.36,16.35,Carrot
6.53,2.16,72.4,38.26,274.38,72.44,18.64,Carrot
6.66,1.64,61.99,48.48,175.69,63.0,23.82,Carrot
6.29,1.51,85.47,48.6,275.77,70.65,17.14,Carrot
6.04,1.01,98.11,58.21,210.17,70.23,17.44,Carrot
6.65,2.14,87.53,41.82,153.9,76.71,18.8,Carrot
6.6,1.01,72.24,41.25,170.83,61.98,18.21,Carrot
6.38,1.16,88.82,51.61,286.2,65.88,22.06,Carrot
6.49,2.4,60.79,54.6,299.57,67.23,17.97,Carrot
6.54,1.27,90.79,33.93,252.51,70.81,19.67,Carrot
6.12,1.55,60.8,45.5,286.08,69.52,18.78,Carrot
6.58,2.06,82.05,39.34,198.85,74.93,17.98,Carrot
6.09,1.05,50.57,54.61,206.88,50.25,17.19,Carrot
6.71,2.11,69.15,50.79,162.5,74.18,18.24,Carrot
6.14,2.26,82.05,36.69,158.74,73.43,21.87,Carrot
6.1,1.89,90.56,49.83,175.63,62.52,23.76,Carrot
6.74,2.11,65.85,30.69,177.48,56.96,20.58,Carrot
6.04,2.43,85.25,59.88,157.65,51.27,23.87,Carrot
6.76,1.34,54.69,32.89,290.52,75.85,20.83,Carrot
6.76,1.09,97.4,34.87,159.87,61.25,18.89,Carrot
6.07,1.65,89.56,42.46,280.03,77.63,17.21,Carrot
6.57,2.03,67.12,35.57,231.52,69.6,22.75,Carrot
6.42,2.43,60.69,50.28,299.55,53.89,19.15,Carrot
6.74,2.2,75.45,49.36,244.22,77.39,21.28,Carrot
6.7,1.24,65.18,57.54,206.72,50.33,17.97,Carrot
6.42,2.18,89.05,51.07,167.26,77.04,22.4,Carrot
6.69,1.94,91.91,44.57,284.02,71.59,17.95,Carrot
6.55,1.06,59.29,37.47,176.96,65.41,17.13,Carrot
6.26,1.64,76.01,56.88,204.68,70.9,20.83,Carrot
6.71,2.11,74.39,35.13,229.55,55.36,16.07,Carrot
6.15,1.61,84.81,40.37,299.47,60.66,21.55,Carrot
6.42,2.2,53.54,44.55,213.12,78.22,22.44,Carrot
6.74,1.22,67.68,43.11,237.4,50.13,17.05,Carrot
6.51,1.42,88.85,31.47,150.63,57.69,19.45,Carrot
6.07,2.28,61.11,52.56,177.38,73.0,23.98,Carrot
6.32,2.39,75.01,59.14,223.93,65.86,23.34,Carrot
6.47,2.49,50.54,45.66,208.07,79.31,16.49,Carrot
6.8,1.37,83.97,37.74,289.84,67.61,20.96,Carrot
6.16,1.33,84.54,56.68,226.09,54.72,16.24,Carrot
6.31,1.93,76.36,53.8,178.66,72.23,23.44,Carrot
6.7,1.16,54.6,40.62,163.05,68.01,22.97,Carrot
6.38,1.65,83.49,49.61,223.63,72.38,23.88,Carrot
6.12,1.27,87.9,45.24,297.92,59.85,23.0,Carrot
6.46,1.06,63.64,37.56,207.99,68.25,17.04,Carrot
6.18,1.5,95.76,52.83,191.96,55.21,23.43,Carrot
6.09,1.41,92.56,39.74,280.52,58.32,23.63,Carrot
6.29,2.44,53.62,56.92,170.07,78.01,20.83,Carrot
6.05,1.56,67.86,31.83,188.64,61.31,19.71,Carrot
6.34,1.74,75.56,55.42,275.3,53.34,19.0,Carrot
6.41,1.92,74.18,31.32,267.62,51.85,19.94,Carrot
6.29,1.43,68.91,40.4,262.61,63.52,18.63,Carrot
6.61,1.5,69.6,42.11,265.69,64.54,20.83,Carrot
6.49,2.41,57.67,42.12,188.42,56.65,22.07,Carrot
6.64,1.04,64.12,37.16,258.46,57.66,18.75,Carrot
6.31,1.57,78.6,38.76,190.58,70.14,22.73,Carrot
6.41,1.89,74.23,38.54,245.65,59.61,22.99,Carrot
6.06,1.35,58.84,58.59,262.99,57.56,23.2,Carrot
6.0,1.48,61.63,54.74,206.6,63.26,18.9,Carrot
6.66,1.75,92.54,50.63,221.09,77.33,19.22,Carrot
6.16,2.07,86.04,45.79,187.6,63.56,20.58,Carrot
6.44,2.34,82.15,32.45,219.78,53.87,19.67,Carrot
6.79,1.72,63.62,48.98,214.95,69.33,19.32,Carrot
6.02,1.65,77.33,39.41,176.47,64.52,17.14,Carrot
6.03,2.24,89.54,34.09,183.79,78.44,23.07,Carrot
6.28,2.18,88.44,49.95,227.5,60.61,17.09,Carrot
6.41,1.96,69.39,31.51,180.7,72.16,18.96,Carrot
6.26,1.93,54.81,52.83,201.47,69.34,17.83,Carrot
6.02,1.14,91.92,43.61,181.93,59.69,21.77,Carrot
6.79,1.46,59.89,34.2,207.92,77.62,21.55,Carrot
6.07,2.09,60.89,39.12,249.39,76.33,23.3,Carrot
6.46,2.41,77.84,30.71,153.15,50.66,23.83,Carrot
6.57,2.3,77.88,34.08,194.93,76.44,19.5,Carrot
6.02,1.3,76.75,39.72,160.31,54.27,19.04,Carrot
6.8,2.02,96.85,45.29,281.88,72.51,20.57,Carrot
6.64,2.26,84.36,52.67,282.4,65.02,20.92,Carrot
6.31,2.04,94.07,42.17,151.39,55.16,16.4,Carrot
6.23,1.41,89.68,46.67,250.98,69.88,21.52,Carrot
6.64,1.68,83.47,51.06,171.88,50.65,16.52,Carrot
6.7,1.23,69.4,55.9,233.05,74.92,21.29,Carrot
6.22,2.43,95.62,46.7,161.37,77.61,22.09,Carrot
6.31,1.33,76.15,40.62,299.72,74.24,17.25,Carrot
6.11,1.34,70.92,54.13,240.38,50.02,17.94,Carrot
6.65,2.02,76.39,54.48,157.5,51.76,23.78,Carrot
6.07,1.25,90.64,41.27,235.83,67.74,16.37,Carrot
6.44,1.83,86.83,53.18,195.95,63.88,21.28,Carrot
6.3,1.66,52.07,30.72,227.14,62.51,16.47,Carrot
6.16,1.33,51.92,34.3,207.51,60.95,20.16,Carrot
6.49,1.1,68.66,46.72,203.06,66.97,16.53,Carrot
6.7,1.3,66.1,39.25,261.99,65.4,23.63,Carrot
6.35,1.29,64.95,38.66,278.3,79.76,21.44,Carrot
6.4,1.26,80.08,35.29,185.32,53.0,20.14,Carrot
6.13,1.2,86.54,33.35,198.38,62.47,18.32,Carrot
6.71,1.96,68.72,35.44,154.04,72.01,17.93,Carrot
6.46,2.24,75.13,33.63,243.46,55.37,18.13,Carrot
6.17,1.43,81.84,34.56,253.48,74.24,20.01,Carrot
6.04,1.14,50.4,52.46,253.47,54.15,19.16,Carrot
6.03,2.24,64.01,32.76,171.13,64.48,19.55,Carrot
6.02,1.14,96.54,31.37,245.83,62.73,19.61,Carrot
6.24,1.83,95.38,51.26,241.35,59.32,16.02,Carrot
6.11,1.06,93.85,53.77,161.21,60.83,19.24,Carrot
6.08,1.33,56.94,37.34,298.61,50.94,21.15,Carrot
6.44,1.77,91.44,38.58,158.47,55.11,18.29,Carrot
6.06,2.1,54.17,55.93,160.78,65.95,20.02,Carrot
6.67,2.27,66.8,40.12,262.35,54.83,18.17,Carrot
6.35,1.02,65.09,38.92,229.03,55.27,23.04,Carrot
6.4,2.16,65.6,45.41,175.83,73.39,17.17,Carrot
6.18,1.02,76.4,36.86,155.17,70.96,18.71,Carrot
6.45,1.07,79.87,43.07,215.32,77.24,19.25,Carrot
6.12,1.93,68.84,46.88,284.54,63.14,23.69,Carrot
6.35,2.0,63.12,36.86,161.32,60.18,17.3,Carrot
6.67,1.46,92.34,35.16,263.45,52.14,22.97,Carrot
6.1,2.3,68.53,46.31,154.84,76.23,20.61,Carrot
6.55,1.95,91.75,55.6,230.58,66.24,17.18,Carrot
6.71,1.06,69.29,31.23,258.62,78.62,16.91,Carrot
6.25,2.26,84.57,46.81,162.8,64.88,22.67,Carrot
6.39,1.91,91.23,30.88,242.61,62.92,16.93,Carrot
6.43,1.94,53.91,36.5,188.9,55.83,16.76,Carrot
6.09,1.4,94.19,36.15,277.85,61.11,23.64,Carrot
6.46,2.38,99.06,47.4,245.87,57.06,19.46,Carrot
6.43,1.11,65.03,31.79,155.73,72.65,17.96,Carrot
6.76,1.2,51.79,35.46,218.65,71.28,20.56,Carrot
6.01,1.43,92.26,59.2,210.69,79.11,23.16,Carrot
6.17,2.29,90.28,36.33,250.62,77.9,19.38,Carrot
6.65,2.12,76.69,43.18,278.87,62.4,19.58,Carrot
6.73,2.29,73.72,32.89,254.24,52.33,16.94,Carrot
6.78,2.22,50.46,49.53,224.99,65.45,19.12,Carrot
6.16,2.47,50.75,43.33,278.22,78.51,20.19,Carrot
6.74,1.31,51.63,42.22,273.03,51.64,23.47,Carrot
6.67,1.67,72.34,31.09,243.43,63.86,21.61,Carrot
6.3,2.09,95.4,33.34,273.0,76.26,22.3,Carrot
6.3,1.54,56.01,40.13,209.86,67.06,18.98,Carrot
6.77,1.34,60.05,58.38,153.79,79.85,22.0,Carrot
6.54,1.55,94.76,41.62,261.82,75.65,22.23,Carrot
6.07,2.45,89.57,59.93,230.15,76.07,21.82,Carrot
6.16,2.1,76.79,33.76,257.53,76.72,21.33,Carrot
6.18,1.57,79.17,30.86,162.35,65.14,21.6,Carrot
6.7,1.96,71.5,44.67,172.29,76.25,22.95,Carrot
6.31,1.23,89.1,34.96,173.91,53.45,16.45,Carrot
6.4,1.67,69.13,30.52,224.7,69.11,16.07,Carrot
6.26,2.41,63.33,51.87,266.38,51.16,16.53,Carrot
6.8,1.54,82.75,31.3,187.82,51.3,21.44,Carrot
6.55,2.36,51.29,35.79,284.35,54.39,17.73,Carrot
6.01,2.06,55.9,33.17,216.11,60.8,22.94,Carrot
6.61,1.11,73.57,30.21,246.8,75.99,17.43,Carrot
6.49,1.71,76.73,53.95,217.21,75.54,21.4,Carrot
6.56,2.08,90.76,51.92,193.72,52.69,17.86,Carrot
6.23,2.38,78.53,58.18,228.2,78.83,20.71,Carrot
6.78,1.71,57.99,56.78,150.39,79.29,18.51,Carrot
6.06,1.68,54.48,52.5,176.88,63.52,23.5,Carrot
6.35,1.41,69.96,36.66,222.28,72.37,20.92,Carrot
6.48,1.07,92.02,54.17,150.1,79.17,20.97,Carrot
6.49,1.4,83.49,33.84,179.67,52.28,18.11,Carrot
6.78,1.85,89.42,59.45,152.71,72.2,17.87,Carrot
6.0,1.94,75.52,40.39,199.12,67.33,19.92,Carrot
6.11,2.08,88.04,58.87,204.38,54.01,17.98,Carrot
6.27,1.99,68.04,47.44,241.76,64.11,22.14,Carrot
6.53,1.56,55.5,50.23,298.24,50.12,20.11,Carrot
6.16,2.41,56.83,38.27,223.95,59.24,17.68,Carrot
6.56,1.04,55.35,30.95,243.44,53.32,21.09,Carrot
6.27,1.78,87.29,49.31,228.79,50.45,18.77,Carrot
6.6,1.17,88.49,36.05,298.73,53.18,18.41,Carrot
6.51,1.99,71.41,43.98,289.48,77.54,20.98,Carrot
6.76,2.45,52.25,35.04,219.02,50.71,23.95,Carrot
6.49,1.29,92.72,53.39,278.98,63.49,23.36,Carrot
6.07,1.21,75.75,33.24,255.44,55.06,20.23,Carrot
6.1,1.2,53.8,43.87,180.27,70.04,23.3,Carrot
6.26,1.13,93.41,46.43,299.77,58.07,23.58,Carrot
6.17,2.24,67.92,44.54,170.6,68.43,16.75,Carrot
6.28,2.13,58.59,59.23,282.34,58.71,17.7,Carrot
6.39,1.47,62.75,44.46,166.65,73.31,20.38,Carrot
6.78,1.94,98.69,48.97,152.57,67.9,18.33,Carrot
6.13,1.81,57.98,48.98,277.11,64.19,19.14,Carrot
6.72,1.07,98.14,34.64,218.36,67.77,18.7,Carrot
6.73,2.36,66.4,58.84,261.7,58.99,21.89,Carrot
6.39,2.18,96.05,38.85,232.62,75.81,20.76,Carrot
6.02,2.39,93.87,44.96,294.82,51.36,19.46,Carrot
6.73,1.69,83.33,53.9,192.0,67.07,18.22,Carrot
6.33,1.27,64.71,35.87,201.08,57.01,18.66,Carrot
6.13,1.97,62.67,43.4,199.16,59.69,22.46,Carrot
6.09,1.46,60.62,30.68,272.49,57.57,19.8,Carrot
6.26,1.33,57.08,34.88,253.2,58.34,20.85,Carrot
6.56,1.67,55.33,38.94,193.95,79.11,22.44,Carrot
6.33,1.18,79.8,47.39,253.52,73.35,18.84,Carrot
6.37,1.48,80.15,49.31,206.8,68.53,18.56,Carrot
6.7,2.48,52.0,40.42,273.12,52.05,18.3,Carrot
6.44,2.25,52.25,59.16,255.92,57.98,19.71,Carrot
6.35,2.35,68.14,44.2,233.94,57.37,22.81,Carrot
6.23,1.79,95.23,58.87,246.78,52.82,20.91,Carrot
6.67,1.97,82.45,48.8,181.88,67.12,18.85,Carrot
6.71,1.31,67.58,49.66,199.8,61.54,16.03,Carrot
6.32,2.13,71.57,52.24,163.35,51.19,18.39,Carrot
6.17,1.22,88.86,42.23,246.14,71.85,18.18,Carrot
6.18,2.31,81.59,35.02,230.12,76.13,22.56,Carrot
6.15,1.57,76.72,58.6,290.44,61.18,20.79,Carrot
6.29,1.53,66.64,40.8,224.22,76.34,21.68,Carrot
6.5,1.68,57.6,50.18,155.07,77.35,22.0,Carrot
6.02,2.14,63.28,59.83,193.93,79.94,18.98,Carrot
